"file","id","offset","source","target","note"
"SCESTART.TK2","SCESTART.TK2:0000","0","The task force is advancing
smoothly and is currently
sailing 230 miles north of the
Oahu Island of Hawaii.Unless we destroy the U.S.
fleet now, they will surely be
a threat to our Navy in the
future.The fate of our Empire lies in
this battle. I want everyone
to be prepared.Today, the task force led by
Vice Admiral Chuichi Nagumo
cast off and headed for Pearl
Harbor.Other fleets at port will
soon set sail for their res-
pective missions.This mission must succeed in
order for us to gain the
advantage in this war.The fate of our Empire lies in
this battle. I want everyone
to be prepared.Since we were unable to
destroy the enemy's carriers,
we have left our country open
to air raids.In the battle at the Coral
Sea, we were unable to destroy
the enemy's carriers.This time we must lure the
enemy fleet into battle and
surround them with our super-
ior naval forces.The situation is tense. The
U.S. is counterattacking in
several areas across the
Pacific.We should expect strong
resistance from the U.S. now.We cannot afford a threat to
the boundaries of our national
defense.The surprise attack on Pearl
Harbor was a success, but this
war has just begun.Our victory in this war is
linked to securing the south-
ern islands that are rich in
natural resources.By occupying Singapore and
Manila, we can advance into
the Dutch East Indies.Since we were unable to
destroy the enemy's carriers,
we have left our country open
to air raids.In the battle at the Coral
Sea, we were unable to destroy
the enemy carriers.This time we must lure the
enemy fleet into battle and
surround them with our
superior naval forces.U.S. forces are starting to
land troops on the island of
Guadalcanal.The enemy is on the offensive
now.Our forces are suffering
from the four carriers we lost
in the battle at Midway.To cut off the supply routes
between the U.S. and Australia,
however, we cannot give up
Guadalcanal to the Americans.I am the new Commander of
the Combined Fleet, Soemu
Toyoda.The enemy's strength has
intensified and they have a
secure foundation to take over
the Pacific.In their next move, they
will probably try to occupy
the Mariana Islands, Saipan,
and Guam.Saipan and Guam are essential
to our national defense. We
must defend them with our
lives!The U.S. is trying to cut off
our supplies by dispatching
large forces to the Philip-
pines.We will be in a desprate
situation if our supply routes
are severed.This is a decisive battle
for our survival in this war.
Attack with all your might!A massive fleet with over
one hundred enemy ships has
surrounded Iwo Jima.By losing several warships
in the battles near the
Philippines,our fleet's ability to
accomplish our mission is
close to zero.But we mustn't give up just
yet! Let's show the U.S. the
spirit of a Japanese soldier!Due to bad weather conditions, the aircraft
carrying Commander Koga and others moving the
Combined Fleet Command Station to Davao was lost.Remains of the aircraft were never found.Following Admiral Isoroku Yamamoto, the
Japanese had lost their second commander to
the war.It seemed like an omen of the future for the
Japanese Imperial Navy.U.S.-Japan negotiations have
broken down.Be prepared for hostile
actions from the Japanese
within a matter of days.The Japanese movements
suggest military and naval
operations near the Philip-
pines and Malay.However, we can't seem to
locate their carrier forces.We must keep an eye out for
them.It looks like the enemy is
planning for an attack on
Midway. I'm afraid we only have 3
carriers to dispatch against
their massive task force.We'll have to count on our
crew to pull us through and
defeat the Japanese.Operations are proceeding as
planned.Yesterday's raid against the
Japanese at Truk was a great
success.I doubt we'll be seeing any
Japanese fleets in the mid-
Pacific any time soon.Continue to advance towards
the Japanese mainland!Yesterday, the Japanese bombed
Pearl Harbor and delivered a
deadly blow to our naval
forces.It's my fault that we didn't
see this coming.The next Japanese naval
target will probably be the
Philippines.We cannot give them another
Pearl Harbor. We'll wait for
our chance and counterattack
with vigor!It looks like the enemy is
planning for an attack on
Midway.I'm afraid we only have 3
carriers to dispatch against
their massive task force.We'll have to count on our
crew to pull us through and
defeat the Japanese.It wouldn't be an exaggeration
if I said the battle at Midway
has claimed revenge for Pearl
Harbor.We've succeeded in occupying
the Japanese airfield on
Guadalcanal Island.If the Japanese win back
this airfield, our lines of
communication with Australia
will be severed.We must avoid such an act at
all costs.The B-29 long-range bomber
has finally been completed.The aircraft is worthy of its
name, the ""Flying Fortress"".The bomber's attacking radius
indicates that an air strike
launched from Saipan orGuam would be ideal to attack
the Japanese mainland.We need to secure these
bases, if we are to wage
successful air strikes on
Japan!This is the time to rescue
the Philippines from the hands
of the Japanese!With the success of this
mission we can sever the
supply routes to Japan.The Japanese forces will be
driven to self-destruction
without sources of oil.Liberate the Philippines,
and raise the American flag in
Manila!It will be too difficult to
attack Japan from the Mariana
Islands.We need to secure bases that
are close to the mainland. Iwo
Jima and Naha are optimal
locations.We can expect heavy resist-
ance, but if we succeed in
occupying these bases,we can reduce the entire
country of Japan to ashes.Occupying Iwo Jima and Naha
could ensure our victory in
this war!","任務部隊進展順利，
目前正航行在夏威夷
歐胡島以北230英里處。除非現在殲滅美國艦隊，
否則他們日後必將成為
我國海軍的威脅。帝國的命運繫於此一戰。
全員務必做好覺悟。今天，南雲忠一中將
率領的機動部隊拔錨起航，
駛向珍珠港。停泊在港的其他艦隊
也即將為各自的
任務啟航。此次任務必須成功，
我們才能在這場戰爭中
取得優勢。帝國的命運繫於此一戰。
全員務必做好覺悟。由於未能摧毀敵方
航空母艦，我國本土已
暴露在空襲威脅之下。在珊瑚海海戰中，
我們也未能摧毀敵方的
航空母艦。這次必須誘敵艦隊出戰，
以我方優勢的海軍兵力
將其包圍殲滅。局勢緊張。美國正在
太平洋多個區域
展開反攻。應預料到美國
此時的頑強抵抗。國防圈邊界
不容受到威脅。對珍珠港的奇襲成功了，
但這場戰爭才剛開始。此戰的勝利關係到能否
確保資源豐富的
南方諸島。占領新加坡與馬尼拉後，
我們便可進軍
荷屬東印度。由於未能摧毀敵方
航空母艦，我國本土已
暴露在空襲威脅之下。在珊瑚海海戰中，
我們也未能摧毀敵方
航空母艦。這次必須誘敵艦隊出戰，
以我方優勢的海軍兵力
將其包圍殲滅。美軍正開始在
瓜達康納爾島登陸。敵人現已轉入攻勢。我方因在中途島海戰中
損失的四艘航空母艦
而元氣大傷。然而為了切斷美國與
澳洲之間的補給線，
我們絕不能將瓜達康納爾
拱手讓給美國人。我是聯合艦隊新任司令
豐田副武。敵人的實力不斷增強，
已具備席捲太平洋的
穩固基礎。他們下一步很可能
企圖占領馬里亞納群島、
塞班與關島。塞班與關島是我國
國防的命脈，
我們必須誓死捍衛！美國正派遣大軍前往
菲律賓，企圖切斷
我們的補給。若補給線被切斷，
我們將陷入絕境。這是關乎此戰存亡的
決戰。全力出擊！一支擁有超過百艘敵艦的
龐大艦隊已包圍硫磺島。由於在菲律賓近海的戰鬥中
損失了多艘軍艦，
我方艦隊達成任務的能力
幾乎為零。但我們還不能放棄！
讓美國人見識
日本軍人的精神！由於天候惡劣，搭載古賀司令等人前往達沃、
轉移聯合艦隊司令部的飛機失事了。飛機殘骸始終未被尋獲。繼山本五十六大將之後，
日本又失去了第二位司令。這彷彿是日本帝國海軍
未來的不祥之兆。美日談判已經破裂。數日之內務必防備
日本的敵對行動。日軍的動向顯示其可能在
菲律賓與馬來附近
展開陸海軍行動。然而，我們尚未掌握
其航空母艦部隊的位置。必須嚴密監視他們。看來敵人正計劃
進攻中途島。恐怕我們只有
3艘航空母艦可派遣，
對抗其龐大的機動部隊。我們只能依靠全體乘員
帶領我們度過難關，
擊敗日本。作戰正按計畫進行。昨日對特魯克日軍的
空襲大獲全勝。短期內，中太平洋
應該不會再出現
日本艦隊了。繼續向日本本土挺進！昨天，日本轟炸了珍珠港，
給我國海軍帶來
致命一擊。未能預見此事
是我的失職。日本海軍的下一個目標
可能是菲律賓。我們絕不能讓
珍珠港事件重演。
等待時機，奮起反擊！看來敵人正計劃
進攻中途島。恐怕我們只有3艘
航空母艦可派遣，
對抗其龐大的機動部隊。我們只能依靠全體乘員
帶領我們度過難關，
擊敗日本。若說中途島海戰已為
珍珠港報了一箭之仇，
一點也不誇張。我們已成功占領
瓜達康納爾島上的
日軍機場。若日本人奪回這座機場，
我們與澳洲之間的
交通線將被切斷。必須不惜一切代價
避免此事發生。B-29長程轟炸機
終於完成了。這架飛機不愧其
「空中堡壘」之名。以其攻擊半徑來看，從塞班
或關島發動空襲是攻擊
日本本土的理想選擇。若要對日本實施
成功的空襲，我們必須
拿下這些基地！現在正是從日本人手中
解救菲律賓的時刻！此次任務成功，我們便能
切斷日本的補給線。失去石油來源，
日本軍隊將走向
自我毀滅。解放菲律賓，
在馬尼拉升起美國國旗！從馬里亞納群島攻擊日本
太過困難。我們需要確保靠近其本土的
基地。硫磺島與那霸
是最佳位置。預料會遭遇頑強抵抗，
但若成功占領這些基地，我們便能將整個日本
化為焦土。占領硫磺島與那霸，
將確保我們贏得
這場戰爭！",""
"KSNAME.TK2","KSNAME.TK2:0000","0","Illinois","伊利諾",""
"KSNAME.TK2","KSNAME.TK2:0001","1","Ohio","俄亥俄",""
"KSNAME.TK2","KSNAME.TK2:0002","2","Oregon","奧勒岡",""
"KSNAME.TK2","KSNAME.TK2:0003","3","Kansas","堪薩斯",""
"KSNAME.TK2","KSNAME.TK2:0004","4","Kentucky","肯塔基",""
"KSNAME.TK2","KSNAME.TK2:0005","5","Connecticut","康乃狄克",""
"KSNAME.TK2","KSNAME.TK2:0006","6","S. Carolina","南卡羅來納",""
"KSNAME.TK2","KSNAME.TK2:0007","7","Georgia","喬治亞",""
"KSNAME.TK2","KSNAME.TK2:0008","8","Delaware","德拉瓦",""
"KSNAME.TK2","KSNAME.TK2:0009","9","N. Hampshire","新罕布夏",""
"KSNAME.TK2","KSNAME.TK2:0010","10","Nebraska","內布拉斯加",""
"KSNAME.TK2","KSNAME.TK2:0011","11","North Dakota","北達科他",""
"KSNAME.TK2","KSNAME.TK2:0012","12","Hawaii","夏威夷",""
"KSNAME.TK2","KSNAME.TK2:0013","13","Virginia","維吉尼亞",""
"KSNAME.TK2","KSNAME.TK2:0014","14","Vermont","佛蒙特",""
"KSNAME.TK2","KSNAME.TK2:0015","15","Florida","佛羅里達",""
"KSNAME.TK2","KSNAME.TK2:0016","16","Michigan","密西根",""
"KSNAME.TK2","KSNAME.TK2:0017","17","Minnesota","明尼蘇達",""
"KSNAME.TK2","KSNAME.TK2:0018","18","Maine","緬因",""
"KSNAME.TK2","KSNAME.TK2:0019","19","Montana","蒙大拿",""
"KSNAME.TK2","KSNAME.TK2:0020","20","Utah","猶他",""
"KSNAME.TK2","KSNAME.TK2:0021","21","Louisiana","路易斯安那",""
"KSNAME.TK2","KSNAME.TK2:0022","22","Rhode Island","羅德島",""
"KSNAME.TK2","KSNAME.TK2:0023","23","Wyoming","懷俄明",""
"KSNAME.TK2","KSNAME.TK2:0024","24","Philippines","菲律賓",""
"KSNAME.TK2","KSNAME.TK2:0025","25","Assurance","信心",""
"KSNAME.TK2","KSNAME.TK2:0026","26","Endurance","堅忍",""
"KSNAME.TK2","KSNAME.TK2:0027","27","Guardian","守護者",""
"KSNAME.TK2","KSNAME.TK2:0028","28","Grandia","格蘭迪亞",""
"KSNAME.TK2","KSNAME.TK2:0029","29","Orion","獵戶座",""
"KSNAME.TK2","KSNAME.TK2:0030","30","Sanctuary","聖所",""
"KSNAME.TK2","KSNAME.TK2:0031","31","Speriole","斯佩里奧爾",""
"KSNAME.TK2","KSNAME.TK2:0032","32","Permanence","永恆",""
"KSNAME.TK2","KSNAME.TK2:0033","33","Fortitude","堅毅",""
"KSNAME.TK2","KSNAME.TK2:0034","34","Bullwork","堡壘",""
"KSNAME.TK2","KSNAME.TK2:0035","35","Majesty","威嚴",""
"KSNAME.TK2","KSNAME.TK2:0036","36","Reprisal","報復",""
"KSNAME.TK2","KSNAME.TK2:0037","37","Caroline","卡羅琳",""
"KSNAME.TK2","KSNAME.TK2:0038","38","Societe Isl.","社會群島",""
"KSNAME.TK2","KSNAME.TK2:0039","39","Arafura Sea","阿拉弗拉海",""
"KSNAME.TK2","KSNAME.TK2:0040","40","Coral Sea","珊瑚海",""
"KSNAME.TK2","KSNAME.TK2:0041","41","Tasman Sea","塔斯曼海",""
"KSNAME.TK2","KSNAME.TK2:0042","42","Chillenea","奇利尼亞",""
"KSNAME.TK2","KSNAME.TK2:0043","43","Panda Sea","潘達海",""
"KSNAME.TK2","KSNAME.TK2:0044","44","Gabez Bay","加貝茲灣",""
"KSNAME.TK2","KSNAME.TK2:0045","45","Tuamotu Bay","土阿莫土灣",""
"KSNAME.TK2","KSNAME.TK2:0046","46","Bengasse Bay","本加斯灣",""
"KSNAME.TK2","KSNAME.TK2:0047","47","Champion","冠軍",""
"KSNAME.TK2","KSNAME.TK2:0048","48","Hobcock Hill","霍布科克山",""
"KSNAME.TK2","KSNAME.TK2:0049","49","Valley Forge","福吉谷",""
"KSNAME.TK2","KSNAME.TK2:0050","50","Camden","康登",""
"KSNAME.TK2","KSNAME.TK2:0051","51","Gilford","吉爾福德",""
"KSNAME.TK2","KSNAME.TK2:0052","52","Gettysburg","蓋茨堡",""
"KSNAME.TK2","KSNAME.TK2:0053","53","Santa Cruz","聖克魯斯",""
"KSNAME.TK2","KSNAME.TK2:0054","54","Badwen Str.","巴德文海峽",""
"KSNAME.TK2","KSNAME.TK2:0055","55","Fort Sumpter","桑普特堡",""
"KSNAME.TK2","KSNAME.TK2:0056","56","Point Cruz","克魯茲角",""
"KSNAME.TK2","KSNAME.TK2:0057","57","Midway","中途島",""
"KSNAME.TK2","KSNAME.TK2:0058","58","Mindoro","民都洛",""
"KSNAME.TK2","KSNAME.TK2:0059","59","Amarillo","阿馬里洛",""
"KSNAME.TK2","KSNAME.TK2:0060","60","Amsterdam","阿姆斯特丹",""
"KSNAME.TK2","KSNAME.TK2:0061","61","Wellmington","威明頓",""
"KSNAME.TK2","KSNAME.TK2:0062","62","Vallejo","瓦列霍",""
"KSNAME.TK2","KSNAME.TK2:0063","63","El Paso","艾爾帕索",""
"KSNAME.TK2","KSNAME.TK2:0064","64","Albany","奧爾巴尼",""
"KSNAME.TK2","KSNAME.TK2:0065","65","Oregon City","俄勒岡城",""
"KSNAME.TK2","KSNAME.TK2:0066","66","Galveston","加爾維斯敦",""
"KSNAME.TK2","KSNAME.TK2:0067","67","Kansas City","堪薩斯城",""
"KSNAME.TK2","KSNAME.TK2:0068","68","Cambridge","劍橋",""
"KSNAME.TK2","KSNAME.TK2:0069","69","Sacramento","沙加緬度",""
"KSNAME.TK2","KSNAME.TK2:0070","70","San Antonio","聖安東尼奧",""
"KSNAME.TK2","KSNAME.TK2:0071","71","Seattle","西雅圖",""
"KSNAME.TK2","KSNAME.TK2:0072","72","Cheyenne","夏延",""
"KSNAME.TK2","KSNAME.TK2:0073","73","Jacksonville","傑克遜維爾",""
"KSNAME.TK2","KSNAME.TK2:0074","74","Scranton","斯克蘭頓",""
"KSNAME.TK2","KSNAME.TK2:0075","75","Spokane","斯波坎",""
"KSNAME.TK2","KSNAME.TK2:0076","76","Tallahassee","塔拉哈西",""
"KSNAME.TK2","KSNAME.TK2:0077","77","Tulsa","塔爾薩",""
"KSNAME.TK2","KSNAME.TK2:0078","78","Chattanooga","查塔努加",""
"KSNAME.TK2","KSNAME.TK2:0079","79","Dayton","代頓",""
"KSNAME.TK2","KSNAME.TK2:0080","80","Toledo","托萊多",""
"KSNAME.TK2","KSNAME.TK2:0081","81","Newark","紐華克",""
"KSNAME.TK2","KSNAME.TK2:0082","82","New Haven","紐哈芬",""
"KSNAME.TK2","KSNAME.TK2:0083","83","Norfolk","諾福克",""
"KSNAME.TK2","KSNAME.TK2:0084","84","Buffalo","水牛城",""
"KSNAME.TK2","KSNAME.TK2:0085","85","Huntington","亨廷頓",""
"KSNAME.TK2","KSNAME.TK2:0086","86","Fargo","法戈",""
"KSNAME.TK2","KSNAME.TK2:0087","87","Bridgeport","布里奇波特",""
"KSNAME.TK2","KSNAME.TK2:0088","88","Fresno","佛雷斯諾",""
"KSNAME.TK2","KSNAME.TK2:0089","89","Manchester","曼徹斯特",""
"KSNAME.TK2","KSNAME.TK2:0090","90","Youngstown","揚斯敦",""
"KSNAME.TK2","KSNAME.TK2:0091","91","Las Vegas","拉斯維加斯",""
"KSNAME.TK2","KSNAME.TK2:0092","92","Roanoke","羅阿諾克",""
"KSNAME.TK2","KSNAME.TK2:0093","93","Rochester","羅切斯特",""
"KSNAME.TK2","KSNAME.TK2:0094","94","Agaholm","阿加霍姆",""
"KSNAME.TK2","KSNAME.TK2:0095","95","Abner Read","阿布納·里德",""
"KSNAME.TK2","KSNAME.TK2:0096","96","Wiltsie","威爾齊",""
"KSNAME.TK2","KSNAME.TK2:0097","97","Keith","基思",""
"KSNAME.TK2","KSNAME.TK2:0098","98","Eversole","埃弗索爾",""
"KSNAME.TK2","KSNAME.TK2:0099","99","Epperson","埃珀森",""
"KSNAME.TK2","KSNAME.TK2:0100","100","Ely","伊利",""
"KSNAME.TK2","KSNAME.TK2:0101","101","Ozborne","奧茲伯恩",""
"KSNAME.TK2","KSNAME.TK2:0102","102","Castle","卡斯爾",""
"KSNAME.TK2","KSNAME.TK2:0103","103","Carpenter","卡本特",""
"KSNAME.TK2","KSNAME.TK2:0104","104","Clinesmith","克萊恩史密斯",""
"KSNAME.TK2","KSNAME.TK2:0105","105","Groves","格羅夫斯",""
"KSNAME.TK2","KSNAME.TK2:0106","106","Gaynier","蓋尼爾",""
"KSNAME.TK2","KSNAME.TK2:0107","107","Keppler","開普勒",""
"KSNAME.TK2","KSNAME.TK2:0108","108","Seaman","西曼",""
"KSNAME.TK2","KSNAME.TK2:0109","109","Steineigger","斯坦艾格",""
"KSNAME.TK2","KSNAME.TK2:0110","110","Stevenson","史蒂文森",""
"KSNAME.TK2","KSNAME.TK2:0111","111","Stockton","斯托克頓",""
"KSNAME.TK2","KSNAME.TK2:0112","112","Turner","特納",""
"KSNAME.TK2","KSNAME.TK2:0113","113","Timmerman","蒂默曼",""
"KSNAME.TK2","KSNAME.TK2:0114","114","Bausell","鮑塞爾",""
"KSNAME.TK2","KSNAME.TK2:0115","115","Basilone","巴西隆",""
"KSNAME.TK2","KSNAME.TK2:0116","116","Hamner","哈姆納",""
"KSNAME.TK2","KSNAME.TK2:0117","117","Fechteler","費克特勒",""
"KSNAME.TK2","KSNAME.TK2:0118","118","Perry","培里",""
"KSNAME.TK2","KSNAME.TK2:0119","119","Milton Louis","密爾頓·路易斯",""
"KSNAME.TK2","KSNAME.TK2:0120","120","Rupertus","魯珀特斯",""
"KSNAME.TK2","KSNAME.TK2:0121","121","Landsdale","蘭斯代爾",""
"KSNAME.TK2","KSNAME.TK2:0122","122","Loyde Thomas","洛伊德·湯瑪斯",""
"KSNAME.TK2","KSNAME.TK2:0123","123","Witek","維泰克",""
"KSNAME.TK2","KSNAME.TK2:0124","124","Eugene","尤金",""
"KSNAME.TK2","KSNAME.TK2:0125","125","Green Bay","綠灣",""
"KSNAME.TK2","KSNAME.TK2:0126","126","Providence","普洛維頓斯",""
"KSNAME.TK2","KSNAME.TK2:0127","127","Little Rock","小岩城",""
"KSNAME.TK2","KSNAME.TK2:0128","128","Orlando","奧蘭多",""
"KSNAME.TK2","KSNAME.TK2:0129","129","Tucson","土桑",""
"KSNAME.TK2","KSNAME.TK2:0130","130","Tacoma","塔科馬",""
"KSNAME.TK2","KSNAME.TK2:0131","131","Charlotte","夏洛特",""
"KSNAME.TK2","KSNAME.TK2:0132","132","Ogden","奧格登",""
"KSNAME.TK2","KSNAME.TK2:0133","133","Shreveport","什里夫波特",""
"KSNAME.TK2","KSNAME.TK2:0134","134","Aki","安藝",""
"KSNAME.TK2","KSNAME.TK2:0135","135","Iki","壹岐",""
"KSNAME.TK2","KSNAME.TK2:0136","136","Izumi","和泉",""
"KSNAME.TK2","KSNAME.TK2:0137","137","Izumo","出雲",""
"KSNAME.TK2","KSNAME.TK2:0138","138","Inaba","因幡",""
"KSNAME.TK2","KSNAME.TK2:0139","139","Iyo","伊予",""
"KSNAME.TK2","KSNAME.TK2:0140","140","Iwami","石見",""
"KSNAME.TK2","KSNAME.TK2:0141","141","Oumi","近江",""
"KSNAME.TK2","KSNAME.TK2:0142","142","Osumi","大隅",""
"KSNAME.TK2","KSNAME.TK2:0143","143","Owari","尾張",""
"KSNAME.TK2","KSNAME.TK2:0144","144","Kai","甲斐",""
"KSNAME.TK2","KSNAME.TK2:0145","145","Kawachi","河內",""
"KSNAME.TK2","KSNAME.TK2:0146","146","Kii","紀伊",""
"KSNAME.TK2","KSNAME.TK2:0147","147","Sagami","相模",""
"KSNAME.TK2","KSNAME.TK2:0148","148","Satsuma","薩摩",""
"KSNAME.TK2","KSNAME.TK2:0149","149","Sanuki","讚岐",""
"KSNAME.TK2","KSNAME.TK2:0150","150","Suoh","周防",""
"KSNAME.TK2","KSNAME.TK2:0151","151","Suruga","駿河",""
"KSNAME.TK2","KSNAME.TK2:0152","152","Settsu","攝津",""
"KSNAME.TK2","KSNAME.TK2:0153","153","Tajima","但馬",""
"KSNAME.TK2","KSNAME.TK2:0154","154","Tango","丹後",""
"KSNAME.TK2","KSNAME.TK2:0155","155","Tsukushi","筑紫",""
"KSNAME.TK2","KSNAME.TK2:0156","156","Dewa","出羽",""
"KSNAME.TK2","KSNAME.TK2:0157","157","Tosa","土佐",""
"KSNAME.TK2","KSNAME.TK2:0158","158","Harima","播磨",""
"KSNAME.TK2","KSNAME.TK2:0159","159","Bizen","備前",""
"KSNAME.TK2","KSNAME.TK2:0160","160","Hitachi","常陸",""
"KSNAME.TK2","KSNAME.TK2:0161","161","Hida","飛驒",""
"KSNAME.TK2","KSNAME.TK2:0162","162","Mikawa","三河",""
"KSNAME.TK2","KSNAME.TK2:0163","163","Mino","美濃",""
"KSNAME.TK2","KSNAME.TK2:0164","164","Mimasaka","美作",""
"KSNAME.TK2","KSNAME.TK2:0165","165","Akitsushima","秋津洲",""
"KSNAME.TK2","KSNAME.TK2:0166","166","Shikishima","敷島",""
"KSNAME.TK2","KSNAME.TK2:0167","167","Mizuho","瑞穗",""
"KSNAME.TK2","KSNAME.TK2:0168","168","Yashima","八島",""
"KSNAME.TK2","KSNAME.TK2:0169","169","Unkaku","雲鶴",""
"KSNAME.TK2","KSNAME.TK2:0170","170","Keikaku","雞鶴",""
"KSNAME.TK2","KSNAME.TK2:0171","171","Kokaku","虎鶴",""
"KSNAME.TK2","KSNAME.TK2:0172","172","Shinkaku","神鶴",""
"KSNAME.TK2","KSNAME.TK2:0173","173","Hakukaku","白鶴",""
"KSNAME.TK2","KSNAME.TK2:0174","174","Unjun","雲隼",""
"KSNAME.TK2","KSNAME.TK2:0175","175","Sojun","蒼隼",""
"KSNAME.TK2","KSNAME.TK2:0176","176","Junsho","隼翔",""
"KSNAME.TK2","KSNAME.TK2:0177","177","Shinho","神鳳",""
"KSNAME.TK2","KSNAME.TK2:0178","178","Hakuho","白鳳",""
"KSNAME.TK2","KSNAME.TK2:0179","179","Genryu","玄龍",""
"KSNAME.TK2","KSNAME.TK2:0180","180","Koryu","蛟龍",""
"KSNAME.TK2","KSNAME.TK2:0181","181","Shoryu","翔龍",""
"KSNAME.TK2","KSNAME.TK2:0182","182","Shinryu","神龍",""
"KSNAME.TK2","KSNAME.TK2:0183","183","Suiryu","瑞龍",""
"KSNAME.TK2","KSNAME.TK2:0184","184","Banryu","蟠龍",""
"KSNAME.TK2","KSNAME.TK2:0185","185","Aso","阿蘇",""
"KSNAME.TK2","KSNAME.TK2:0186","186","Ikoma","生駒",""
"KSNAME.TK2","KSNAME.TK2:0187","187","Ibuki","伊吹",""
"KSNAME.TK2","KSNAME.TK2:0188","188","Iwagi","岩木",""
"KSNAME.TK2","KSNAME.TK2:0189","189","Kaimon","開聞",""
"KSNAME.TK2","KSNAME.TK2:0190","190","Kasagi","笠置",""
"KSNAME.TK2","KSNAME.TK2:0191","191","Kurama","鞍馬",""
"KSNAME.TK2","KSNAME.TK2:0192","192","Nasu","那須",""
"KSNAME.TK2","KSNAME.TK2:0193","193","Norikura","乘鞍",""
"KSNAME.TK2","KSNAME.TK2:0194","194","Minobu","身延",""
"KSNAME.TK2","KSNAME.TK2:0195","195","Myogi","妙義",""
"KSNAME.TK2","KSNAME.TK2:0196","196","Akaishi","赤石",""
"KSNAME.TK2","KSNAME.TK2:0197","197","Ishizuchi","石鎚",""
"KSNAME.TK2","KSNAME.TK2:0198","198","Unebi","畝傍",""
"KSNAME.TK2","KSNAME.TK2:0199","199","Unzen","雲仙",""
"KSNAME.TK2","KSNAME.TK2:0200","200","Kasuga","春日",""
"KSNAME.TK2","KSNAME.TK2:0201","201","Kuju","九重",""
"KSNAME.TK2","KSNAME.TK2:0202","202","Zaoh","藏王",""
"KSNAME.TK2","KSNAME.TK2:0203","203","Sanbe","三瓶",""
"KSNAME.TK2","KSNAME.TK2:0204","204","Shirane","白根",""
"KSNAME.TK2","KSNAME.TK2:0205","205","Taisetsu","大雪山",""
"KSNAME.TK2","KSNAME.TK2:0206","206","Daisen","大山",""
"KSNAME.TK2","KSNAME.TK2:0207","207","Takachiho","高千穗",""
"KSNAME.TK2","KSNAME.TK2:0208","208","Tsukuba","筑波",""
"KSNAME.TK2","KSNAME.TK2:0209","209","Tokachi","十勝",""
"KSNAME.TK2","KSNAME.TK2:0210","210","Hakusan","白山",""
"KSNAME.TK2","KSNAME.TK2:0211","211","Hakuba","白馬",""
"KSNAME.TK2","KSNAME.TK2:0212","212","Fuji","富士",""
"KSNAME.TK2","KSNAME.TK2:0213","213","Hotaka","穗高",""
"KSNAME.TK2","KSNAME.TK2:0214","214","Mikasa","三笠",""
"KSNAME.TK2","KSNAME.TK2:0215","215","Yoshino","吉野",""
"KSNAME.TK2","KSNAME.TK2:0216","216","Ayase","綾瀨",""
"KSNAME.TK2","KSNAME.TK2:0217","217","Ishikari","石狩",""
"KSNAME.TK2","KSNAME.TK2:0218","218","Uji","宇治",""
"KSNAME.TK2","KSNAME.TK2:0219","219","Touga","東雅",""
"KSNAME.TK2","KSNAME.TK2:0220","220","Kuzuryu","九頭龍",""
"KSNAME.TK2","KSNAME.TK2:0221","221","Kurobe","黑部",""
"KSNAME.TK2","KSNAME.TK2:0222","222","Shimanto","四萬十",""
"KSNAME.TK2","KSNAME.TK2:0223","223","Chikugo","筑後",""
"KSNAME.TK2","KSNAME.TK2:0224","224","Chitose","千歲",""
"KSNAME.TK2","KSNAME.TK2:0225","225","Chikuma","筑摩",""
"KSNAME.TK2","KSNAME.TK2:0226","226","Teshio","天鹽",""
"KSNAME.TK2","KSNAME.TK2:0227","227","Naruse","成瀨",""
"KSNAME.TK2","KSNAME.TK2:0228","228","Niyodo","仁淀",""
"KSNAME.TK2","KSNAME.TK2:0229","229","Hatsuse","初瀨",""
"KSNAME.TK2","KSNAME.TK2:0230","230","Yoneshiro","米代",""
"KSNAME.TK2","KSNAME.TK2:0231","231","Araumi","荒海",""
"KSNAME.TK2","KSNAME.TK2:0232","232","Kiyokaze","清風",""
"KSNAME.TK2","KSNAME.TK2:0233","233","Satokaze","里風",""
"KSNAME.TK2","KSNAME.TK2:0234","234","Shimokaze","霜風",""
"KSNAME.TK2","KSNAME.TK2:0235","235","Murakaze","村風",""
"KSNAME.TK2","KSNAME.TK2:0236","236","Kitakaze","北風",""
"KSNAME.TK2","KSNAME.TK2:0237","237","Kochi","東風",""
"KSNAME.TK2","KSNAME.TK2:0238","238","Nishikaze","西風",""
"KSNAME.TK2","KSNAME.TK2:0239","239","Hae","南風",""
"KSNAME.TK2","KSNAME.TK2:0240","240","Umigiri","海霧",""
"KSNAME.TK2","KSNAME.TK2:0241","241","Yamagiri","山霧",""
"KSNAME.TK2","KSNAME.TK2:0242","242","Aokumo","青雲",""
"KSNAME.TK2","KSNAME.TK2:0243","243","Amagumo","雨雲",""
"KSNAME.TK2","KSNAME.TK2:0244","244","Benikumo","紅雲",""
"KSNAME.TK2","KSNAME.TK2:0245","245","Yukigumo","雪雲",""
"KSNAME.TK2","KSNAME.TK2:0246","246","Okishio","沖潮",""
"KSNAME.TK2","KSNAME.TK2:0247","247","Takashio","高潮",""
"KSNAME.TK2","KSNAME.TK2:0248","248","Nadashio","灘潮",""
"KSNAME.TK2","KSNAME.TK2:0249","249","Hamashio","濱潮",""
"KSNAME.TK2","KSNAME.TK2:0250","250","Yushio","夕潮",""
